/object/00_common/ancient/cd_ancient_ground_desert_set01_03_dem.prefab	1.02	0.45	7.31
/object/00_common/ancient/cd_ancient_ground_set01_01_dem.prefab	32.45	4.36	32.45
/object/00_common/ancient/cd_ancient_ground_set01_01_kutum.prefab	32.45	4.36	32.45
/object/00_common/ancient/cd_ancient_pillar_01.prefab	1.99	12.18	1.99
/object/00_common/ancient/cd_puzzle_anamorphic_akapen_01_venus.prefab	20.00	3.34	30.03
/object/00_common/ancient/cd_puzzle_anamorphic_desert_01_akapen.prefab	34.68	2.18	13.85
/object/00_common/ancient/cd_puzzle_anamorphic_north_01_kwe.prefab	7.34	4.16	7.35
/object/00_common/animation/cd_gmk_in_dpf_woodmortar_01a.prefab	0.14	0.14	1.28
/object/00_common/box/cd_box_bucket_07_kwe.prefab	0.31	0.43	0.35
/object/00_common/box/cd_box_close_02_burn.prefab	1.10	0.38	0.67
/object/00_common/box/cd_box_close_03_broken_burned.prefab	0.76	0.49	0.80
/object/00_common/box/cd_box_close_04a_burn.prefab	0.85	0.83	0.82
/object/00_common/box/cd_box_leather_01_kwe.prefab	1.15	0.47	0.72
/object/00_common/box/cd_box_mushroom_01.prefab	1.27	1.18	1.28
/object/00_common/box/cd_box_mushroom_02.prefab	0.78	0.39	0.46
/object/00_common/box/cd_box_mushroom_03.prefab	0.75	0.32	0.50
/object/00_common/box/cd_box_mushroom_04.prefab	1.15	0.47	0.72
/object/00_common/box/cd_box_tub_01b_kwe.prefab	1.27	0.66	1.27
/object/00_common/box/cd_box_tub_01e_kwe.prefab	0.86	0.78	0.86
/object/00_common/box/cd_package_barrel_set_0001.prefab	3.65	2.64	3.65
/object/00_common/bridge/cd_bridge_stone_18_del.prefab	8.29	3.01	1.90
/object/00_common/bridge/cd_bridge_stone_18_reed.prefab	8.29	3.01	1.90
/object/00_common/bridge/cd_bridge_stone_19_reed.prefab	18.24	6.73	4.18
/object/00_common/bridge/cd_bridge_wood_04_con.prefab	7.57	9.60	14.12
/object/00_common/bridge/cd_bridge_wood_14_breakpart.prefab	6.44	20.74	40.89
/object/00_common/bridge/cd_bridge_wood_23.prefab	7.95	3.47	15.48
/object/00_common/bridge/cd_bridge_wood_23_arch.prefab	7.99	20.26	15.46
/object/00_common/bridge/cd_bridge_wood_23_arch_a.prefab	7.95	20.08	20.10
/object/00_common/bridge/cd_bridge_wood_30_arch.prefab	5.54	15.33	11.77
/object/00_common/bridge/cd_bridge_wood_30_arch_a.prefab	5.69	15.27	15.75
/object/00_common/bridge/cd_bridge_wood_30_arch_b.prefab	5.42	16.37	4.04
/object/00_common/bridge/cd_bridge_wood_kweiden_01_kus.prefab	5.39	6.62	40.54
/object/00_common/bridge/cd_bridge_wood_kweiden_02_kus.prefab	5.39	6.62	40.54
/object/00_common/bridge/cd_bridge_wood_leg_02a_01.prefab	0.42	18.44	1.56
/object/00_common/bridge/cd_bridge_wood_leg_02a_del.prefab	0.42	18.44	1.56
/object/00_common/bridge/cd_bridge_wood_leg_02a_her.prefab	0.42	18.44	1.56
/object/00_common/bridge/cd_bridge_wood_leg_02a_kwe.prefab	0.42	18.44	1.56
/object/00_common/bridge/cd_bridge_wood_leg_02a_shield.prefab	0.42	18.44	1.56
/object/00_common/bridge/cd_brigde_sluice_fence_pole_01_mid.prefab	0.40	7.21	0.39
/object/00_common/cart/cd_cart_handcart_07_broken_01_burn.prefab	0.95	0.74	2.18
/object/00_common/cart/cd_cart_middle_02_hellhound.prefab	1.70	1.50	3.16
/object/00_common/cart/cd_cart_woodencarriage_01_broken_02_01.prefab	1.00	1.00	0.33
/object/00_common/castle/cd_castle_mercenary_gate_01a_parts02.prefab	1.41	4.66	1.24
/object/00_common/castle/cd_castle_mercenary_gate_01a_parts03.prefab	1.41	4.66	1.24
/object/00_common/castle/cd_castle_mercenary_gate_01a_parts04.prefab	1.41	4.66	1.24
/object/00_common/castle/cd_castle_mercenary_gate_01a_parts05.prefab	1.41	4.66	1.24
/object/00_common/castle/cd_castle_mercenary_gate_01d_dem_fort_0028.prefab	14.82	14.52	6.96
/object/00_common/castle/cd_castle_mercenary_gate_03_del_friends.prefab	11.06	17.88	5.72
/object/00_common/castle/cd_castle_mercenary_gate_03_dem_fort_0028.prefab	11.06	17.88	5.72
/object/00_common/castle/cd_castle_mercenary_stair_03_desert.prefab	11.31	9.73	4.69
/object/00_common/castle/cd_castle_mercenary_stair_03a_del.prefab	4.52	9.75	2.02
/object/00_common/castle/cd_castle_mercenary_tower_01b_break.prefab	7.80	35.95	7.80
/object/00_common/castle/cd_castle_mercenary_wall_09b_shield.prefab	12.02	11.66	10.44
/object/00_common/castle/cd_castle_mercenary_wall_10a_break.prefab	13.13	27.03	30.26
/object/00_common/castle/cd_underground_prison_wells.prefab	30.54	16.50	52.49
/object/00_common/climbing/cd_climbing_stone_02_del.prefab	0.78	0.31	0.20
/object/00_common/climbing/cd_climbing_stone_02_desert.prefab	0.78	0.31	0.20
/object/00_common/debris/cd_debris_burn_broken_01.prefab	18.64	7.82	17.83
/object/00_common/door/cd_door_close_single_01_pail.prefab	1.36	2.25	0.24
/object/00_common/door/cd_door_doublearch_door_01_her.prefab	2.60	3.36	0.21
/object/00_common/door/cd_door_doublearch_frame_01_grace.prefab	3.38	3.56	0.66
/object/00_common/door/cd_door_doublearch_frame_03_del.prefab	3.17	3.49	0.61
/object/00_common/door/cd_door_doublearch_frame_03_grace.prefab	3.17	3.49	0.61
/object/00_common/door/cd_door_doublearch_frame_08_caliburn.prefab	3.37	3.62	0.81
/object/00_common/door/cd_door_doublearch_frame_08_grace.prefab	3.37	3.62	0.81
/object/00_common/door/cd_door_gateborder_01_mus.prefab	8.01	0.47	0.86
/object/00_common/door/cd_door_single_frame_02_grace.prefab	1.96	3.00	0.75
/object/00_common/door/cd_door_single_frame_04_del.prefab	2.14	2.71	0.59
/object/00_common/door/cd_door_single_frame_05_del.prefab	2.00	2.78	0.57
/object/00_common/door/cd_door_single_frame_05_goblintower.prefab	2.00	2.78	0.57
/object/00_common/door/cd_door_single_frame_05_her.prefab	2.00	2.78	0.57
/object/00_common/door/cd_door_single_frame_05_kwe.prefab	2.00	2.78	0.57
/object/00_common/door/cd_door_single_frame_05_shield.prefab	2.00	2.78	0.57
/object/00_common/door/cd_door_single_frame_06_del.prefab	2.13	2.68	0.58
/object/00_common/door/cd_door_single_frame_08_shield.prefab	1.80	2.76	0.50
/object/00_common/door/cd_door_single_frame_10a_grace.prefab	2.05	2.92	1.07
/object/00_common/door/cd_door_single_frame_church_0001_inst.prefab	2.11	4.10	1.16
/object/00_common/door/cd_door_singlearch_frame_02_grace.prefab	2.08	3.48	0.94
/object/00_common/door/cd_door_singlearch_frame_03_del.prefab	2.00	3.40	0.64
/object/00_common/door/cd_door_singlearch_frame_04_del.prefab	2.17	3.26	0.58
/object/00_common/dungeon/akapen/cd_akapen_dungeon_beams_01_dem.prefab	0.78	0.52	3.39
/object/00_common/dungeon/akapen/cd_akapen_dungeon_beams_01_kwe.prefab	0.78	0.52	3.39
/object/00_common/dungeon/akapen/cd_akapen_dungeon_bridge_01_venus.prefab	2.75	8.64	2.15
/object/00_common/dungeon/akapen/cd_akapen_dungeon_ceiling_01a_dem.prefab	0.71	3.66	4.58
/object/00_common/dungeon/akapen/cd_akapen_dungeon_ceiling_01a_venus.prefab	0.71	3.66	4.58
/object/00_common/dungeon/akapen/cd_akapen_dungeon_ceiling_01b_desert.prefab	0.60	3.61	3.48
/object/00_common/dungeon/akapen/cd_akapen_dungeon_ceiling_01b_venus.prefab	0.60	3.61	3.48
/object/00_common/dungeon/akapen/cd_akapen_dungeon_floor_01_troll.prefab	5.57	1.31	5.57
/object/00_common/dungeon/akapen/cd_akapen_dungeon_floor_01a_kwe.prefab	5.57	1.31	5.57
/object/00_common/dungeon/akapen/cd_akapen_dungeon_floor_01a_pail.prefab	5.57	1.31	5.57
/object/00_common/dungeon/akapen/cd_akapen_dungeon_floor_01b_pail.prefab	2.75	0.36	2.74
/object/00_common/dungeon/akapen/cd_akapen_dungeon_floor_02_desert.prefab	17.32	1.75	7.81
/object/00_common/dungeon/akapen/cd_akapen_dungeon_floor_02_temple.prefab	17.32	1.75	7.81
/object/00_common/dungeon/akapen/cd_akapen_dungeon_floor_02_venus.prefab	17.32	1.75	7.81
/object/00_common/dungeon/akapen/cd_akapen_dungeon_floor_03_ancestor.prefab	10.00	0.50	10.00
/object/00_common/dungeon/akapen/cd_akapen_dungeon_floor_03_desert.prefab	10.00	0.50	10.00
/object/00_common/dungeon/akapen/cd_akapen_dungeon_floor_03_kwe.prefab	10.00	0.50	10.00
/object/00_common/dungeon/akapen/cd_akapen_dungeon_floor_03_venus.prefab	10.00	0.50	10.00
/object/00_common/dungeon/akapen/cd_akapen_dungeon_floor_03a_dem.prefab	3.90	0.50	3.90
/object/00_common/dungeon/akapen/cd_akapen_dungeon_phase_02_dem.prefab	2.69	2.02	4.58
/object/00_common/dungeon/akapen/cd_akapen_dungeon_pillar_01_venus.prefab	1.25	9.98	1.97
/object/00_common/dungeon/akapen/cd_akapen_dungeon_pillar_01a_broken_02_trollrider.prefab	0.66	1.34	3.92
/object/00_common/dungeon/akapen/cd_akapen_dungeon_pillar_01a_dem.prefab	0.66	2.58	3.92
/object/00_common/dungeon/akapen/cd_akapen_dungeon_pillar_01a_venus.prefab	0.66	2.58	3.92
/object/00_common/dungeon/akapen/cd_akapen_dungeon_pillar_02_venus.prefab	0.89	9.19	0.97
/object/00_common/dungeon/akapen/cd_akapen_dungeon_pillar_04_desert.prefab	1.40	8.35	1.40
/object/00_common/dungeon/akapen/cd_akapen_dungeon_stair_broken_01_desert.prefab	7.06	4.68	4.18
/object/00_common/dungeon/akapen/cd_akapen_dungeon_stair_broken_01_her.prefab	7.06	4.68	4.18
/object/00_common/dungeon/akapen/cd_akapen_dungeon_stair_broken_01_reeddevil.prefab	7.06	4.68	4.18
/object/00_common/dungeon/akapen/cd_akapen_dungeon_stairselement_01_kwe.prefab	0.74	3.43	5.43
/object/00_common/dungeon/akapen/cd_akapen_dungeon_stairselement_01_pail.prefab	0.74	3.43	5.43
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_01_broken_01_kwe.prefab	4.55	1.67	0.60
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_01_broken_01_venus.prefab	4.55	1.67	0.60
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_01_broken_02_venus.prefab	1.97	4.09	0.47
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_01_kwe.prefab	4.22	4.58	0.72
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_01_pail.prefab	4.22	4.58	0.72
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_01_venus.prefab	4.22	4.58	0.72
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_01a_dem.prefab	4.22	4.58	0.72
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_01a_fivefinger_01.prefab	4.22	4.58	0.72
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_01a_fivefinger_02.prefab	4.22	4.58	0.72
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_01a_pail.prefab	4.22	4.58	0.72
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_01a_venus.prefab	4.22	4.58	0.72
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_02_kwe.prefab	1.37	0.71	2.91
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_02a_venus.prefab	3.10	2.04	5.40
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_04_dem.prefab	4.26	0.76	1.03
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_04_desert.prefab	4.26	0.76	1.03
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_04_venus.prefab	4.26	0.76	1.03
/object/00_common/dungeon/akapen/cd_akapen_dungeon_wall_05_venus.prefab	5.68	2.84	1.25
/object/00_common/dungeon/akapen/cd_akapen_dungeon_walldeco_01_venus.prefab	0.51	1.14	2.29
/object/00_common/dungeon/akapen/north_obj_wall_deco_08a_kwe.prefab	4.63	0.76	0.35
/object/00_common/dungeon/antumbra/cd_antumbra_closet_01_akapendungeon.prefab	2.51	2.50	1.06
/object/00_common/dungeon/antumbra/cd_antumbra_coffin_01_akapendungeon.prefab	1.43	0.68	3.59
/object/00_common/dungeon/antumbra/cd_antumbra_coffin_01_del.prefab	1.43	0.68	3.59
/object/00_common/dungeon/antumbra/cd_antumbra_pot_01_her.prefab	0.44	0.48	0.44
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_debris_brick_01_ode.prefab	2.48	0.49	2.25
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_debris_brick_01_pail.prefab	2.48	0.49	2.25
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_debris_brick_02_ode.prefab	3.59	0.93	3.02
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_debris_brick_02_pail.prefab	3.59	0.93	3.02
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_debris_brick_03_pail.prefab	1.89	0.41	1.68
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_gate_01_del.prefab	16.26	14.27	1.82
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_phase_01_desert.prefab	2.97	3.35	4.21
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_phase_01_temple.prefab	2.97	3.35	4.21
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_pillar_01_ancestor.prefab	1.54	10.00	1.78
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_pillar_03_ancestor.prefab	1.71	11.79	3.51
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_tombstone_01_temple.prefab	2.10	2.94	0.96
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_wall_02_broken_02_pail.prefab	1.74	3.05	8.37
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_wall_02_broken_03_pail.prefab	1.54	4.73	9.87
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_wall_02_broken_03_temple.prefab	1.54	4.73	9.87
/object/00_common/dungeon/kweiden/cd_kweiden_dungeon_wall_03_ancestor.prefab	7.50	11.90	1.50
/object/00_common/dungeon/northpray/cd_akapen_dungeon_pillar_01_desert.prefab	1.25	9.98	1.97
/object/00_common/dungeon/northpray/cd_dungeon_northpray_archgate_01_broken_her_temple.prefab	2.85	3.91	0.83
/object/00_common/dungeon/northpray/cd_dungeon_northpray_floorstone_02_broken_01_kwe.prefab	0.85	0.15	2.08
/object/00_common/dungeon/northpray/cd_dungeon_northpray_floorstone_03_broken_01_reeddevil.prefab	0.92	0.14	1.97
/object/00_common/dungeon/northpray/cd_dungeon_northpray_floorstone_03_kwe.prefab	0.94	0.14	1.98
/object/00_common/dungeon/northpray/cd_dungeon_northpray_floorstone_03_reeddevil.prefab	0.94	0.14	1.98
/object/00_common/dungeon/northpray/cd_dungeon_northpray_pillar_04_her.prefab	1.33	4.48	1.33
/object/00_common/dungeon/northpray/cd_dungeon_northpray_puzzle_stone_01a_reeddevil.prefab	1.50	0.10	1.50
/object/00_common/dungeon/northpray/cd_dungeon_northpray_rockstair_sub_02_kwe.prefab	5.98	3.38	4.73
/object/00_common/dungeon/northpray/cd_dungeon_northpray_rockstair_sub_02a_del.prefab	5.95	3.38	4.71
/object/00_common/dungeon/northpray/cd_dungeon_northpray_rockstair_sub_02a_kwe.prefab	5.95	3.38	4.71
/object/00_common/dungeon/northpray/cd_dungeon_northpray_stair_01_kwe.prefab	5.40	1.50	3.17
/object/00_common/dungeon/northpray/cd_dungeon_northpray_wall_02c_akadungeon.prefab	1.99	3.89	2.16
/object/00_common/dungeon/northpray/cd_spot_northpray_wall_05_dem.prefab	13.16	14.99	1.97
/object/00_common/dungeon/northpray/north_obj_butress_02a_kwe.prefab	1.12	7.22	1.79
/object/00_common/dungeon/northpray/obj/north_obj_base_03_her.prefab	15.33	8.67	10.39
/object/00_common/dungeon/northpray/obj/north_obj_butress_02_dem.prefab	1.28	13.31	1.93
/object/00_common/dungeon/northpray/obj/north_obj_butress_02_reeddevil.prefab	1.28	13.31	1.93
/object/00_common/dungeon/northpray/obj/north_obj_butress_02a_dem.prefab	1.12	7.22	1.79
/object/00_common/dungeon/northpray/obj/north_obj_debris_brick_01_reeddevil.prefab	2.48	0.49	2.22
/object/00_common/dungeon/northpray/obj/north_obj_debris_brick_01_venus.prefab	2.48	0.49	2.22
/object/00_common/dungeon/northpray/obj/north_obj_debris_brick_02_bismuthtower.prefab	3.59	1.04	3.02
/object/00_common/dungeon/northpray/obj/north_obj_debris_brick_02_reeddevil.prefab	3.59	1.04	3.02
/object/00_common/dungeon/northpray/obj/north_obj_debris_brick_02_venus.prefab	3.59	1.04	3.02
/object/00_common/dungeon/northpray/obj/north_obj_debris_brick_03_bismuthtower.prefab	1.89	0.48	1.54
/object/00_common/dungeon/northpray/obj/north_obj_debris_brick_03_reeddevil.prefab	1.89	0.48	1.54
/object/00_common/dungeon/northpray/obj/north_obj_debris_brick_03_venus.prefab	1.89	0.48	1.54
/object/00_common/dungeon/northpray/obj/north_obj_debris_brick_04_bismuthtower.prefab	3.44	1.14	3.17
/object/00_common/dungeon/northpray/obj/north_obj_debris_brick_05_bismuthtower.prefab	3.71	0.71	2.96
/object/00_common/dungeon/northpray/obj/north_obj_debris_brick_05_venus.prefab	3.71	0.71	2.96
/object/00_common/dungeon/northpray/obj/north_obj_floor_04_muskan.prefab	7.98	0.94	7.21
/object/00_common/dungeon/northpray/obj/north_obj_floor_06b_crack_01_desert.prefab	6.25	0.94	5.46
/object/00_common/dungeon/northpray/obj/north_obj_tower_01_01_dem.prefab	3.48	30.35	10.30
/object/00_common/dungeon/northpray/obj/north_obj_tower_01_dem.prefab	2.74	24.48	10.25
/object/00_common/dungeon/northpray/obj/north_obj_tower_02_01_dem.prefab	6.37	17.42	1.68
/object/00_common/dungeon/northpray/obj/north_obj_tower_02_02_dem.prefab	1.58	10.66	1.77
/object/00_common/dungeon/northpray/obj/north_obj_tower_02_dem.prefab	8.18	16.04	2.24
/object/00_common/dungeon/northpray/obj/north_obj_tower_02_nodec.prefab	8.18	16.04	2.24
/object/00_common/dungeon/northpray/obj/north_obj_wall_02_broken_02_her.prefab	4.29	1.68	0.47
/object/00_common/dungeon/northpray/obj/north_obj_wall_02_broken_02_her_white.prefab	4.29	1.68	0.47
/object/00_common/dungeon/northpray/obj/north_obj_wall_02_broken_02_reeddevil.prefab	4.29	1.68	0.47
/object/00_common/dungeon/northpray/obj/north_obj_wall_02_broken_03_akapendungeon.prefab	1.96	4.18	0.48
/object/00_common/dungeon/northpray/obj/north_obj_wall_02_broken_03_her.prefab	1.96	4.18	0.48
/object/00_common/dungeon/northpray/obj/north_obj_wall_02_broken_03_reeddevil.prefab	1.96	4.18	0.48
/object/00_common/dungeon/northpray/obj/north_obj_wall_02_dem.prefab	4.20	4.23	0.52
/object/00_common/dungeon/northpray/obj/north_obj_wall_02a_dem.prefab	2.19	4.22	0.41
/object/00_common/dungeon/northpray/obj/north_obj_wall_03a_reeddevil.prefab	13.53	7.30	2.30
/object/00_common/dungeon/northpray/obj/north_obj_wall_04_dem.prefab	13.13	6.27	0.41
/object/00_common/dungeon/northpray/obj/north_obj_wall_04a_dem.prefab	13.11	7.61	0.48
/object/00_common/dungeon/northpray/obj/north_obj_wall_04a_reeddevil.prefab	13.11	7.61	0.48
/object/00_common/dungeon/northpray/obj/north_obj_wall_05_dem.prefab	10.83	6.27	0.46
/object/00_common/dungeon/northpray/obj/north_obj_wall_05_reeddevil.prefab	10.83	6.27	0.46
/object/00_common/dungeon/northpray/obj/north_obj_wall_05a_reeddevil.prefab	10.82	7.29	0.48
/object/00_common/dungeon/northpray/obj/north_obj_wall_06a_dem.prefab	0.44	6.65	1.68
/object/00_common/dungeon/northpray/obj/north_obj_wall_arch_01_dem.prefab	18.07	10.64	2.09
/object/00_common/dungeon/northpray/obj/north_obj_wall_arch_02_dem.prefab	10.15	11.66	2.09
/object/00_common/dungeon/northpray/obj/north_obj_wall_arch_03_reeddevil.prefab	9.46	10.64	2.12
/object/00_common/dungeon/northpray/obj/north_obj_wall_arch_04_dem.prefab	2.27	14.06	2.09
/object/00_common/dungeon/northpray/obj/north_obj_wall_arch_04_kwe.prefab	2.27	14.06	2.09
/object/00_common/dungeon/northpray/obj/north_obj_wall_arch_08b_reeddevil.prefab	0.94	3.93	0.99
/object/00_common/dungeon/northpray/obj/north_obj_wall_deco_05_fivefinger.prefab	5.78	0.20	0.20
/object/00_common/dungeon/northpray/obj/north_obj_wall_deco_05_reeddevil.prefab	5.78	0.20	0.20
/object/00_common/dungeon/northpray/obj/north_obj_wall_deco_05a_marni.prefab	5.78	0.20	0.20
/object/00_common/dungeon/northpray/obj/north_obj_wall_deco_07_dem.prefab	6.88	12.46	2.82
/object/00_common/dungeon/northpray/obj/north_obj_wall_deco_07_echo.prefab	6.88	12.46	2.82
/object/00_common/dungeon/northpray/obj/north_obj_wall_deco_07_reeddevil.prefab	6.88	12.46	2.82
/object/00_common/dungeon/northpray/obj/north_obj_wall_deco_07_troll.prefab	6.88	12.46	2.82
/object/00_common/dungeon/northpray/obj/north_obj_wall_deco_08a_desert.prefab	4.63	0.76	0.35
/object/00_common/dungeon/northpray/obj/north_obj_wall_gate_01d_dem.prefab	12.60	5.58	1.23
/object/00_common/dungeon/spot/cd_dungeon_spot_base_02_ancestor.prefab	16.27	23.85	14.14
/object/00_common/dungeon/spot/cd_dungeon_spot_bricks_01_ice.prefab	6.96	0.48	0.28
/object/00_common/dungeon/spot/cd_dungeon_spot_bricks_01_ode.prefab	6.96	0.48	0.28
/object/00_common/dungeon/spot/cd_dungeon_spot_deco_module_02_ancestor.prefab	4.11	3.09	22.96
/object/00_common/dungeon/spot/cd_dungeon_spot_deco_module_03_fivefinger.prefab	0.56	7.18	6.36
/object/00_common/dungeon/spot/cd_dungeon_spot_floor_01_ode.prefab	4.00	0.30	4.00
/object/00_common/dungeon/spot/cd_dungeon_spot_floor_03_ode.prefab	4.00	0.15	4.60
/object/00_common/dungeon/spot/cd_dungeon_spot_gargoyle_01_ancestor.prefab	2.89	2.86	2.41
/object/00_common/dungeon/spot/cd_dungeon_spot_gargoyle_01_broken_ancestor.prefab	2.08	2.82	1.98
/object/00_common/dungeon/spot/cd_dungeon_spot_gargoyle_01_broken_desert.prefab	2.08	2.82	1.98
/object/00_common/dungeon/spot/cd_dungeon_spot_gargoyle_01_desert.prefab	2.89	2.86	2.41
/object/00_common/dungeon/spot/cd_dungeon_spot_gate_module_01_ancestor.prefab	1.17	40.34	33.84
/object/00_common/dungeon/spot/cd_dungeon_spot_gate_module_02_ancestor.prefab	0.71	42.60	21.29
/object/00_common/dungeon/spot/cd_dungeon_spot_hallway_01_ancestor.prefab	21.45	22.21	4.57
/object/00_common/dungeon/spot/cd_dungeon_spot_hallway_02_ancestor.prefab	11.20	22.21	4.77
/object/00_common/dungeon/spot/cd_dungeon_spot_passage_01_dem.prefab	2.99	8.24	2.99
/object/00_common/dungeon/spot/cd_dungeon_spot_pillar_01a_ode.prefab	1.66	8.10	1.64
/object/00_common/dungeon/spot/cd_dungeon_spot_pillar_module_03_ancestor.prefab	5.90	20.17	10.32
/object/00_common/dungeon/spot/cd_dungeon_spot_pillar_module_04_ancestor.prefab	2.02	19.63	2.40
/object/00_common/dungeon/spot/cd_dungeon_spot_pillar_module_04_bell.prefab	2.02	19.63	2.40
/object/00_common/dungeon/spot/cd_dungeon_spot_pillar_module_05_ancestor.prefab	5.02	10.25	5.31
/object/00_common/dungeon/spot/cd_dungeon_spot_pillar_module_06_ancestor.prefab	3.87	12.43	4.09
/object/00_common/dungeon/spot/cd_dungeon_spot_stand_firepot_02_kwe.prefab	1.54	2.13	1.55
/object/00_common/dungeon/spot/cd_dungeon_spot_wall_module_01_ancestor.prefab	16.53	40.42	3.01
/object/00_common/dungeon/spot/cd_dungeon_spot_wall_module_02_ancestor.prefab	10.26	42.60	2.26
/object/00_common/dungeon/spot/cd_dungeon_spot_wall_module_03_ancestor.prefab	7.10	26.68	2.81
/object/00_common/dungeon/spot/cd_gimmick_gargoyle_body_01_ancestor.prefab	2.89	2.86	1.99
/object/00_common/exterior/decofurnituref/cd_ex_dff_table_01_kwe.prefab	2.12	0.87	1.02
/object/00_common/exterior/decopropf/cd_ex_dpf_brokenwood_02_burn.prefab	5.66	3.57	4.03
/object/00_common/exterior/decopropf/cd_ex_dpf_brokenwood_02_deerking.prefab	5.66	3.57	4.03
/object/00_common/exterior/decopropf/cd_ex_dpf_campfire_01_burn.prefab	3.67	1.72	3.75
/object/00_common/exterior/decopropf/cd_ex_dpf_charcoal_burner_stone_01_01_mine.prefab	6.82	1.49	6.96
/object/00_common/exterior/decopropf/cd_ex_dpf_charcoal_burner_stone_01_burn.prefab	6.82	1.49	6.96
/object/00_common/exterior/decopropf/cd_ex_dpf_charcoal_burner_stone_01_mine.prefab	6.82	1.49	6.96
/object/00_common/exterior/decopropf/cd_ex_dpf_cremation_site_01_burn.prefab	2.83	2.07	3.42
/object/00_common/exterior/decopropf/cd_ex_dpf_drum_01.prefab	2.01	3.10	2.98
/object/00_common/exterior/decopropf/cd_ex_dpf_easel_painting_01_set.prefab	0.92	2.16	0.87
/object/00_common/exterior/decopropf/cd_ex_dpf_easel_painting_01a_set.prefab	0.92	2.16	0.87
/object/00_common/exterior/decopropf/cd_ex_dpf_easel_painting_01a_set_01.prefab	0.92	2.16	0.87
/object/00_common/exterior/decopropf/cd_ex_dpf_easel_painting_01a_set_02.prefab	0.92	2.16	0.87
